column_name,proper_column_name,description,source_question,responses,dependent_variable,model_type,prefix_group,notes,flag_threshold_positive,flag_threshold_negative,score_high_means,is_subgroup_only,complementary_field,aggregation_guidance
hs_rfkjr_approval_gop,Rfkjr Approval Gop,Candidates and Officials – RFK Jr. Approval: Respondents who answered 'strongly approve' vs those who answered 'strongly disapprove' or ‘somewhat disapprove’,Do you approve or disapprove of independent Presidential Candidate Robert F Kennedy Jr?,"Never Heard of ,Strongly Approve, Somewhat Approve, Neither Approve nor disapprove, Somewhat Disapprove, Strongly Disapprove",Respondents who answered 'strongly approve' vs those who answered 'strongly disapprove' or ‘somewhat disapprove’,score (0–100),hs_,*Note: This score was limited to likely Republicans; Postive_FLAG: 10%,10%,,higher score = more likely to hold the stated/positive position,yes,hs_rfkjr_approval_dem,"Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population. Note: scored only on a partisan subgroup — denominator is that subgroup, not all voters."
hs_capitalism_believe_flawed,Capitalism Believe Flawed,"View On Capitalism: Respondents who said 'fundamentally flawed','major flaws' vs. those who said 'fundamentally sound' or 'minor flaws'","Do you believe that our current capitalist economic system is thriving or failing? Do you believe: that the US economic system is fundamentally sound, that our system has minor flaws that can easily be fixed, that our economic system has major flaws that need large remedies, or that our economic system is fundamentally flawed and needs to be replaced?","Fundamentally Sound, Minor Flaws, Major Flaws, Fundamentally Flawed, Unsure","Respondents who said 'fundamentally flawed','major flaws' vs. those who said 'fundamentally sound' or 'minor flaws'",score (0–100),hs_,Postive_FLAG: 10%,10%,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_capitalism_believe_sound,Capitalism Believe Sound,"View On Capitalism: Respondents who said 'fundamentally sound','minor flaws' vs. those who said 'fundamentally flawed', 'major flaws', or 'unsure'","Do you believe that our current capitalist economic system is thriving or failing? Do you believe: that the US economic system is fundamentally sound, that our system has minor flaws that can easily be fixed, that our economic system has major flaws that need large remedies, or that our economic system is fundamentally flawed and needs to be replaced?","Fundamentally Sound, Minor Flaws, Major Flaws, Fundamentally Flawed, Unsure","Respondents who said 'fundamentally sound','minor flaws' vs. those who said 'fundamentally flawed', 'major flaws', or 'unsure'",score (0–100),hs_,Negative_FLAG: 20%,,20%,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_role_of_government_casino_support,Role Of Government Casino Support,Casinos: Respondents who said 'support' vs. those who said 'oppose',"Opponents of casinos say that they prey on low-income people, weaken nearby businesses and hurt property values while supporters say that casinos bring much-needed jobs and tax revenue. Knowing this, would you support a new casino in your state?","Support, Oppose, Unsure",Respondents who said 'support' vs. those who said 'oppose',score (0–100),hs_,Postive_FLAG: 20%,20%,,higher score = more likely to hold the stated/positive position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_charity_give_to_enviro_cause,Charity Give To Enviro Cause,"Charity Type: Respondents who said 'environment' vs. those who said 'veterans', 'religious', 'performing arts', 'medical', or 'none of the above'","Which type of charity would you personally be most likely to support, one devoted to protecting the Environment, one supporting Military Members & Veterans, one associated with a Religious Organization, one benefiting a Performance Art organization or one devoted to preventing or Curing a Disease?","Environment ,Veterans, Religious, Performing Arts, Medical Cause, None of The Above","Respondents who said 'environment' vs. those who said 'veterans', 'religious', 'performing arts', 'medical', or 'none of the above'",score (0–100),hs_,FLAG: 15%,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_charity_give_to_veteran_cause,Charity Give To Veteran Cause,"Charity Type: Respondents who said 'veterans' vs. those who said 'environment', 'religious', 'performing arts', 'medical', or 'none of the above'","Which type of charity would you personally be most likely to support, one devoted to protecting the Environment, one supporting Military Members & Veterans, one associated with a Religious Organization, one benefiting a Performance Art organization or one devoted to preventing or Curing a Disease?","Environment ,Veterans, Religious, Performing Arts, Medical Cause, None of The Above","Respondents who said 'veterans' vs. those who said 'environment', 'religious', 'performing arts', 'medical', or 'none of the above'",score (0–100),hs_,FLAG: 15%,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_charity_give_to_religious_cause,Charity Give To Religious Cause,"Charity Type: Respondents who said 'religious' vs. those who said 'environment', 'veterans', 'performing arts', 'medical', or 'none of the above'","Which type of charity would you personally be most likely to support, one devoted to protecting the Environment, one supporting Military Members & Veterans, one associated with a Religious Organization, one benefiting a Performance Art organization or one devoted to preventing or Curing a Disease?","Environment ,Veterans, Religious, Performing Arts, Medical Cause, None of The Above","Respondents who said 'religious' vs. those who said 'environment', 'veterans', 'performing arts', 'medical', or 'none of the above'",score (0–100),hs_,FLAG: 10%,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_charity_give_to_performing_arts,Charity Give To Performing Arts,"Charity Type: Respondents who said 'performing arts' vs. those who said 'environment', 'religious', 'veterans', 'medical', or 'none of the above'","Which type of charity would you personally be most likely to support, one devoted to protecting the Environment, one supporting Military Members & Veterans, one associated with a Religious Organization, one benefiting a Performance Art organization or one devoted to preventing or Curing a Disease?","Environment ,Veterans, Religious, Performing Arts, Medical Cause, None of The Above","Respondents who said 'performing arts' vs. those who said 'environment', 'religious', 'veterans', 'medical', or 'none of the above'",score (0–100),hs_,FLAG: 10%,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_charter_school_support,Charter School Support,Charter Schools: Respondents who said 'good thing' vs. those who said 'bad thing' or 'unsure',"Many states allow charter schools, publicly-funded schools that are independently operated and exempt from some of the regulations that traditional public schools must follow. Do you think the expansion of charter schools is mostly a good thing or a bad thing?","Good Thing, Bad Thing, Unsure",Respondents who said 'good thing' vs. those who said 'bad thing' or 'unsure',score (0–100),hs_,Postive_FLAG: 20%,20%,,higher score = more likely to hold the stated/positive position,no,hs_charter_school_oppose,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_charter_school_oppose,Charter School Oppose,Charter Schools: Respondents who said 'bad thing' vs. those who said 'good thing' or 'unsure',"Many states allow charter schools, publicly-funded schools that are independently operated and exempt from some of the regulations that traditional public schools must follow. Do you think the expansion of charter schools is mostly a good thing or a bad thing?","Good Thing, Bad Thing, Unsure",Respondents who said 'bad thing' vs. those who said 'good thing' or 'unsure',score (0–100),hs_,Negative_FLAG: 20%,,20%,higher score = more likely to hold the opposing/negative position,no,hs_charter_school_support,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_china_foreign_policy_work_with,China Foreign Policy Work With,"China Foreign Policy: Respondents who answered ‘Work With China’ vs those who answered ‘Hardline Approach’, ‘Unsure’",What comes closest to your opinion on China? That China is an important trade partner and we should find ways to work with them. Or that China represents an economic and military threat to the United States requiring a hardline approach?,"Unsure, Work With China or Hardline Approach","Respondents who answered ‘Work With China’ vs those who answered ‘Hardline Approach’, ‘Unsure’",score (0–100),hs_,Postive_FLAG: 15%,15%,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_china_foreign_policy_adversarial,China Foreign Policy Adversarial,"China Foreign Policy: Respondents who answered ‘Hardline Approach’ vs those who answered ‘Work With China’, ‘Unsure’",What comes closest to your opinion on China? That China is an important trade partner and we should find ways to work with them. Or that China represents an economic and military threat to the United States requiring a hardline approach?,"Unsure, Work With China or Hardline Approach","Respondents who answered ‘Hardline Approach’ vs those who answered ‘Work With China’, ‘Unsure’",score (0–100),hs_,Negative_FLAG: 15%,,15%,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_attends_church_frequently,Attends Church Frequently,"Church Attendance: Respondents who said 'almost every week','at least once a week' vs. those who said 'rarely','never'","How often do you attend church, synagogue or mosque?","At least once a week, Almost every week, About once a month, Rarely, Never","Respondents who said 'almost every week','at least once a week' vs. those who said 'rarely','never'",score (0–100),hs_,Postive_FLAG: 30%,30%,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_attends_church_never,Attends Church Never,"Church Attendance: Respondents who said 'never' vs. those who said 'at least once a week', 'rarely', 'almost every week', 'about once a month'","How often do you attend church, synagogue or mosque?","At least once a week, Almost every week, About once a month, Rarely, Never","Respondents who said 'never' vs. those who said 'at least once a week', 'rarely', 'almost every week', 'about once a month'",score (0–100),hs_,Negative_FLAG: 15%,,15%,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_civil_liberties_support,Civil Liberties Support,Civil Liberties: Respondents who said 'too restricted' vs. those who said 'not enough',"What concerns you more about the government's anti-terrorism policies – that they have gone too far and are restricting the average person's civil liberties, or that they have not gone far enough and are not adequately protecting us?","Civil Liberties Too Restricted, Not Adequately Protecting Us, Undecided",Respondents who said 'too restricted' vs. those who said 'not enough',score (0–100),hs_,Postive_FLAG: 20%,20%,,higher score = more likely to hold the stated/positive position,no,hs_civil_liberties_oppose,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_civil_liberties_oppose,Civil Liberties Oppose,Civil Liberties: This DV is the inverse of the support score above,"What concerns you more about the government's anti-terrorism policies – that they have gone too far and are restricting the average person's civil liberties, or that they have not gone far enough and are not adequately protecting us?","Civil Liberties Too Restricted, Not Adequately Protecting Us, Undecided",This DV is the inverse of the support score above,score (0–100),hs_,Negative_FLAG: 20%,,20%,higher score = more likely to hold the opposing/negative position,no,hs_civil_liberties_support,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_community_college_free_support,Community College Free Support,Free Community College: Respondents who said 'yes free' vs. those who said 'no',Should Community College be free of charge to enrolled students?,"Yes, No, Unsure",Respondents who said 'yes free' vs. those who said 'no',score (0–100),hs_,Postive_FLAG: 30%,30%,,higher score = more likely to hold the stated/positive position,no,hs_community_college_free_oppose,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_community_college_free_oppose,Community College Free Oppose,Free Community College: Respondents who said 'no' vs. those who said 'yes free' or 'unsure',Should Community College be free of charge to enrolled students?,"Yes, No, Unsure",Respondents who said 'no' vs. those who said 'yes free' or 'unsure',score (0–100),hs_,Negative_FLAG: 30%,,30%,higher score = more likely to hold the opposing/negative position,no,hs_community_college_free_support,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_consumer_values_low_cost,Consumer Values Low Cost,Consumer Values: Respondents who said 'environment' vs. those who said 'low cost' or 'savings',"If you were shopping for a big ticket item such as a washing machine or a car, which of these is your most important consideration: low upfront cost, long-term cost savings, or environmental impact?","Low Upfront Costs, Long-term Cost Savings, Environmental Impact",Respondents who said 'environment' vs. those who said 'low cost' or 'savings',score (0–100),hs_,FLAG: 10%,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_critical_race_theory_books_ban,Critical Race Theory Books Ban,Critical Race Theory: Respondents who said 'ban all' vs. those who said 'ban none',"Do you think it is ok to remove books from public school libraries based on content such as discussions of slavery or racial inequality, discussions of homosexual or transexual issues or criticisms of US history or historical figures?","Remove all/any Books with this Content, Remove some of this content, Never Restrict Books based on this Content, Unsure",Respondents who said 'ban all' vs. those who said 'ban none',score (0–100),hs_,Postive_FLAG: 10%,10%,,higher score = more likely to hold the opposing/negative position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_critical_race_theory_books_do_not_ban,Critical Race Theory Books Do Not Ban,"Critical Race Theory: Respondents who said 'ban none' vs. those who said 'ban all', 'ban some', or 'unsure'","Do you think it is ok to remove books from public school libraries based on content such as discussions of slavery or racial inequality, discussions of homosexual or transexual issues or criticisms of US history or historical figures?","Remove all/any Books with this Content, Remove some of this content, Never Restrict Books based on this Content, Unsure","Respondents who said 'ban none' vs. those who said 'ban all', 'ban some', or 'unsure'",score (0–100),hs_,Negative_FLAG: 25%,,25%,higher score = more likely to hold the opposing/negative position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_crypto_reduce_restrictions,Crypto Reduce Restrictions,"Crypto Currency: Respondents who said 'no role' vs. those who said 'protect more', 'severe restrictions', 'current rules ok', or 'unsure'",How do you feel about the government’s role in regulating crypto currencies like Bitcoin? Should the government have NO role in regulating crypto currency? Do you believe the current rules and regulations are generally sufficient? Do you believe the government should do more to protect the public? Or do you believe crypto currencies should be severely restricted or banned?,"No Role, Current Rules OK, More to Protect the Public, Severe Restrictions, Unsure","Respondents who said 'no role' vs. those who said 'protect more', 'severe restrictions', 'current rules ok', or 'unsure'",score (0–100),hs_,FLAG: 25%,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_crypto_increase_restrictions,Crypto Increase Restrictions,"Crypto Currency: Respondents who said 'protect more','severe restrictions' vs. those who said 'no role','unsure','current rules ok'",How do you feel about the government’s role in regulating crypto currencies like Bitcoin? Should the government have NO role in regulating crypto currency? Do you believe the current rules and regulations are generally sufficient? Do you believe the government should do more to protect the public? Or do you believe crypto currencies should be severely restricted or banned?,"No Role, Current Rules OK, More to Protect the Public, Severe Restrictions, Unsure","Respondents who said 'protect more','severe restrictions' vs. those who said 'no role','unsure','current rules ok'",score (0–100),hs_,FLAG: 10%,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_death_penalty_support,Death Penalty Support,"Death Penalty: Respondents who said 'strongly favor' vs. those who said 'strongly oppose', 'somewhat oppose', or 'unsure'",Do you favor or oppose the death penalty?,"Strongly Favor, Somewhat Favor, Somewhat Oppose, Strongly Oppose, Unsure","Respondents who said 'strongly favor' vs. those who said 'strongly oppose', 'somewhat oppose', or 'unsure'",score (0–100),hs_,Postive_FLAG: 20%,20%,,higher score = more likely to hold the stated/positive position,no,hs_death_penalty_oppose,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_death_penalty_oppose,Death Penalty Oppose,"Death Penalty: Respondents who said 'strongly oppose' vs. those who said 'strongly favor','somewhat favor', or 'unsure'",Do you favor or oppose the death penalty?,"Strongly Favor, Somewhat Favor, Somewhat Oppose, Strongly Oppose, Unsure","Respondents who said 'strongly oppose' vs. those who said 'strongly favor','somewhat favor', or 'unsure'",score (0–100),hs_,Negative_FLAG: 20%,,20%,higher score = more likely to hold the opposing/negative position,no,hs_death_penalty_support,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_defense_spending_reduce,Defense Spending Reduce,Defense Spending: Respondents who said 'greatly reduced' vs. those who said 'greatly increased',"What do you think of the US Defense Department’s budget? Should the DoD budget be: greatly reduced, slightly reduced, left where it is, slightly increased, or greatly increased?","No Opinion, Greatly Reduced, Slightly Reduced, Left Where it Is, Slightly Increased, Greatly Increased",Respondents who said 'greatly reduced' vs. those who said 'greatly increased',score (0–100),hs_,FLAG: 25%,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_defense_spending_increase,Defense Spending Increase,"Defense Spending: Respondents who said 'greatly increased' vs. those who said 'greatly reduced','slightly reduced','no opinion', 'ok'","What do you think of the US Defense Department’s budget? Should the DoD budget be: greatly reduced, slightly reduced, left where it is, slightly increased, or greatly increased?","No Opinion, Greatly Reduced, Slightly Reduced, Left Where it Is, Slightly Increased, Greatly Increased","Respondents who said 'greatly increased' vs. those who said 'greatly reduced','slightly reduced','no opinion', 'ok'",score (0–100),hs_,FLAG: 25%,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_despondency_far_ahead,Despondency Far Ahead,Despondency,How close are you to where you thought you would be at this stage of your life?,"Far Ahead, A little Ahead, On Pace, A little Behind, Far Behind",,score (0–100),hs_,,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_despondency_far_behind,Despondency Far Behind,"Despondency: Respondents who answered 'far behind' vs those who answered 'far ahead','a little ahead','on pace'",How close are you to where you thought you would be at this stage of your life?,"Far Ahead, A little Ahead, On Pace, A little Behind, Far Behind","Respondents who answered 'far behind' vs those who answered 'far ahead','a little ahead','on pace'",score (0–100),hs_,Postive_FLAG: 20%,20%,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_despondency_on_pace,Despondency On Pace,"Despondency: Respondents who answered 'on pace' vs those who answered 'far ahead','a little ahead','a little behind','far behind'",How close are you to where you thought you would be at this stage of your life?,"Far Ahead, A little Ahead, On Pace, A little Behind, Far Behind","Respondents who answered 'on pace' vs those who answered 'far ahead','a little ahead','a little behind','far behind'",score (0–100),hs_,Negative_FLAG: 20%,,20%,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_despondency_ahead,Despondency Ahead,"Despondency: Respondents who answered ‘'far ahead'’ vs those who answered 'on pace','a little behind','far behind'",How close are you to where you thought you would be at this stage of your life?,"Far Ahead, A little Ahead, On Pace, A little Behind, Far Behind","Respondents who answered ‘'far ahead'’ vs those who answered 'on pace','a little behind','far behind'",score (0–100),hs_,Negative_FLAG: 15%,,15%,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_political_donations_likely,Political Donations Likely,Political Donations: Respondents who said 'very likely' vs. those who said 'very unlikely',How likely are you to donate to a political campaign in the coming year?,"Very Likely, Somewhat Likely ,Somewhat Unlikely ,Very Unlikely",Respondents who said 'very likely' vs. those who said 'very unlikely',score (0–100),hs_,Postive_FLAG: 10%,10%,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_political_donations_unlikely,Political Donations Unlikely,Political Donations: This DV is the inverse of the support score above,How likely are you to donate to a political campaign in the coming year?,"Very Likely, Somewhat Likely ,Somewhat Unlikely ,Very Unlikely",This DV is the inverse of the support score above,score (0–100),hs_,Negative_FLAG: 30%,,30%,higher score = more likely to hold the stated/positive position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_drug_price_limit_oppose,Drug Price Limit Oppose,Drug Price Limits,A number of states are considering limiting the prices pharmaceutical companies can charge individuals and insurance companies for prescription drugs to the lower rates that the Veterans Administration has negotiated. Opponents say this policy will create added government bureaucracy and harm the development of new drugs. How supportive are you of restricting the prices that drug companies can charge?,"Very Supportive, Somewhat Supportive , Neutral or Unsure , Somewhat Opposed, Very Opposed",,score (0–100),hs_,,,,higher score = more likely to hold the opposing/negative position,no,hs_drug_price_limit_support,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_drug_price_limit_support,Drug Price Limit Support,"Drug Price Limits: Respondents who said 'very supportive' vs. those who said 'very opposed', 'somewhat opposed', 'neutral or unsure','somewhat supportive'",A number of states are considering limiting the prices pharmaceutical companies can charge individuals and insurance companies for prescription drugs to the lower rates that the Veterans Administration has negotiated. Opponents say this policy will create added government bureaucracy and harm the development of new drugs. How supportive are you of restricting the prices that drug companies can charge?,"Very Supportive, Somewhat Supportive , Neutral or Unsure , Somewhat Opposed, Very Opposed","Respondents who said 'very supportive' vs. those who said 'very opposed', 'somewhat opposed', 'neutral or unsure','somewhat supportive'",score (0–100),hs_,Postive_FLAG: 30%,30%,,higher score = more likely to hold the stated/positive position,no,hs_drug_price_limit_oppose,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_early_vote_would_if_could,Early Vote Would If Could,Early Vote: Respondents who said 'early' vs. those who said 'election day',"If your state offers or were to offer absentee or early voting, would you be more likely to vote early or to vote on election day?","Election Day Voting, Early Voting, Unsure",Respondents who said 'early' vs. those who said 'election day',score (0–100),hs_,Postive_FLAG: 20%,20%,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_early_vote_no,Early Vote No,"Early Vote: Respondents who said 'election day' vs. those who said ‘early’,’unsure’","If your state offers or were to offer absentee or early voting, would you be more likely to vote early or to vote on election day?","Election Day Voting, Early Voting, Unsure","Respondents who said 'election day' vs. those who said ‘early’,’unsure’",score (0–100),hs_,Postive_FLAG: 20%,20%,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_econ_anxiety_very_worried,Econ Anxiety Very Worried,Economic Anxiety: Respondents who said ('very worried') vs. those who said ('not worried'),"How worried are you about things like your job security, having enough money for your retirement, or your children's economic prospects?","Very Worried, Somewhat Worried, Not Worried , Unsure",Respondents who said ('very worried') vs. those who said ('not worried'),score (0–100),hs_,FLAG: 25%,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_econ_anxiety_not_worried,Econ Anxiety Not Worried,"Economic Anxiety: Respondents who said ('not worried') vs. those who said ('very worried', 'somewhat worried', 'unsure')","How worried are you about things like your job security, having enough money for your retirement, or your children's economic prospects?","Very Worried, Somewhat Worried, Not Worried , Unsure","Respondents who said ('not worried') vs. those who said ('very worried', 'somewhat worried', 'unsure')",score (0–100),hs_,FLAG: 20%,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_electric_vehicle_likely_buyer,Electric Vehicle Likely Buyer,"Electric Vehicle Ownership: Respondents who answered ‘already own’, ‘extremely likely’ vs those who answered ‘unlikely’",How likely are you to own or buy a fully electric vehicle in the next three years?,"UnLikely, Somewhat likely, Extremely likely, I Already Own an Electric Vehicle","Respondents who answered ‘already own’, ‘extremely likely’ vs those who answered ‘unlikely’",score (0–100),hs_,Postive_FLAG: 10%,10%,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_electric_vehicle_not_likely,Electric Vehicle Not Likely,Electric Vehicle Ownership: Respondents who answered ‘unlikely’ vs those who answered all other responses,How likely are you to own or buy a fully electric vehicle in the next three years?,"UnLikely, Somewhat likely, Extremely likely, I Already Own an Electric Vehicle",Respondents who answered ‘unlikely’ vs those who answered all other responses,score (0–100),hs_,Negative_FLAG: 20%,,20%,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_climate_change_believer,Climate Change Believer,"Environment- Climate Change: Respondents who said 'yes' vs. those who said 'no', ‘unsure’","From what you've read and heard, is there solid evidence that the average temperature on earth has been getting warmer over the past few decades as a result of human activity?","Yes, No, Unsure","Respondents who said 'yes' vs. those who said 'no', ‘unsure’",score (0–100),hs_,Postive_FLAG: 30%,30%,,higher score = more likely to hold the stated/positive position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_climate_change_nonbeliever,Climate Change Nonbeliever,"Environment- Climate Change: Respondents who said 'no' vs. those who said 'yes', ‘unsure’","From what you've read and heard, is there solid evidence that the average temperature on earth has been getting warmer over the past few decades as a result of human activity?","Yes, No, Unsure","Respondents who said 'no' vs. those who said 'yes', ‘unsure’",score (0–100),hs_,Negative_FLAG: 20%,,20%,higher score = more likely to hold the opposing/negative position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_family_medical_leave_support,Family Medical Leave Support,"Family Medical Leave: Respondents who said 'strongly support' vs. those who said 'strongly opposed','somewhat opposed', 'neutral/unsure'",Do you support or oppose paid family and medical leave for all US workers?,"Strongly Support, Somewhat Support, Somewhat Oppose, Strongly Oppose, Unsure","Respondents who said 'strongly support' vs. those who said 'strongly opposed','somewhat opposed', 'neutral/unsure'",score (0–100),hs_,Postive_FLAG: 25%,25%,,higher score = more likely to hold the stated/positive position,no,hs_family_medical_leave_oppose,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
